Rank;Title;Artists;Date;Danceability;Energy;Loudness;Speechiness;Acousticness;Instrumentalness;Valence;Points;Day in trending
16;El Azul;Junior H, Peso Pluma;27/05/2023;0.558;0.648;-7.081.000;0.055;0.226;0.000;0.844;185;95
17;Acróstico;Shakira;27/05/2023;0.748;0.478;-8.886.000;0.121;0.837;0.000;0.353;184;18
18;All My Life (feat. J. Cole);Lil Durk, J. Cole;27/05/2023;0.787;0.570;-5.881.000;0.225;0.045;0.000;0.733;183;18
19;BESO;ROSALÍA, Rauw Alejandro;27/05/2023;0.768;0.644;-6.671.000;0.136;0.736;0.001;0.530;182;67
20;Creepin' (with The Weeknd & 21 Savage);Metro Boomin, The Weeknd, 21 Savage;27/05/2023;0.715;0.620;-6.005.000;0.048;0.417;0.000;0.172;181;149
21;Yandel 150;Yandel, Feid;27/05/2023;0.783;0.729;-3.549.000;0.069;0.049;0.000;0.580;180;146
22;PRC;Peso Pluma, Natanael Cano;27/05/2023;0.784;0.826;-6.340;0.054;0.097;0.000;0.893;179;125
23;Die For You (with Ariana Grande) - Remix;The Weeknd, Ariana Grande;27/05/2023;0.575;0.500;-7.594.000;0.071;0.227;0.000;0.506;178;77
24;See You Again (feat. Kali Uchis);Tyler, The Creator, Kali Uchis;27/05/2023;0.558;0.559;-9.222.000;0.096;0.371;0.000;0.620;177;50
25;Last Night;Morgan Wallen;27/05/2023;0.492;0.675;-5.456.000;0.039;0.467;0.000;0.478;176;119
26;Boy's a Liar Pt. 2;PinkPantheress, Ice Spice;27/05/2023;0.696;0.809;-8.254.000;0.050;0.252;0.000;0.857;175;139
27;Snow On The Beach (feat. More Lana Del Rey);Taylor Swift, Lana Del Rey;27/05/2023;0.664;0.401;-10.934.000;0.034;0.806;0.000;0.315;174;4
28;I'm Good (Blue);David Guetta, Bebe Rexha;27/05/2023;0.561;0.965;-3.673.000;0.034;0.004;0.000;0.304;173;149
29;Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long);Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long;27/05/2023;0.715;0.681;-4.250;0.113;0.129;0.000;0.277;172;12
30;I Wanna Be Yours;Arctic Monkeys;27/05/2023;0.464;0.417;-9.345.000;0.026;0.136;0.022;0.479;171;149
31;AMG;Natanael Cano, Peso Pluma, Gabito Ballesteros;27/05/2023;0.772;0.730;-6.657.000;0.097;0.152;0.000;0.786;170;144
32;Dance The Night (From Barbie The Album);Dua Lipa;27/05/2023;0.671;0.845;-4.930;0.048;0.021;0.000;0.775;169;4
33;Die For You;The Weeknd;27/05/2023;0.586;0.525;-7.163.000;0.062;0.111;0.000;0.508;168;181
34;Cruel Summer;Taylor Swift;27/05/2023;0.552;0.702;-5.707.000;0.157;0.117;0.000;0.564;167;73
35;Karma (feat. Ice Spice);Taylor Swift, Ice Spice;27/05/2023;0.615;0.616;-6.523.000;0.062;0.062;0.000;0.073;166;4
36;Angels Like You;Miley Cyrus;27/05/2023;0.672;0.642;-4.035.000;0.031;0.098;0.000;0.494;165;61
37;Tattoo;Loreen;27/05/2023;0.545;0.779;-6.235.000;0.075;0.243;0.000;0.303;164;21
38;People;Libianca;27/05/2023;0.573;0.422;-7.621.000;0.068;0.551;0.000;0.693;163;139
39;I Ain't Worried;OneRepublic;27/05/2023;0.697;0.802;-6.412.000;0.046;0.099;0.000;0.822;162;149
40;Here With Me;d4vd;27/05/2023;0.574;0.469;-8.209.000;0.025;0.534;0.000;0.288;161;149
41;Por las Noches;Peso Pluma;27/05/2023;0.807;0.595;-7.190;0.033;0.310;0.000;0.392;160;93
42;La Bachata;Manuel Turizo;27/05/2023;0.835;0.679;-5.329.000;0.036;0.583;0.000;0.850;159;149
